"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"6352278","9788962624045","","앞으로 100년 인류의 미래를 위한 100장의 지도","이언 골딘, 로버트 머가 (지은이), 권태형, 금미옥, 김화진, 유병진, 유선희, 유지윤, 이은경, 이지연, 이효은, 임민영, 정훈희, 추서연 (옮긴이)","동아시아","","","32000","https://image.aladin.co.kr/product/28393/34/cover/8962624044_3.jpg","옥스퍼드 마틴 스쿨의 창립자이자 세계화 및 국제 개발 분야의 권위자인 이언 골딘과 정치학, 안보학 분야의 석학인 이가라페 연구소의 로버트 머가가 함께 쓴 책이다. 수십 년 간 축적된 연구 및 데이터에 최신의 위성 사진 및 지도 자료를 결합시켰다.","","","","2021-11-29","","",""
"6352279","9791164843558","","메트로폴리스 (특별한정판) - 인간의 가장 위대한 발명품, 도시의 역사로 보는 인류문명사","벤 윌슨 (지은이), 박수철 (옮긴이), 박진빈 (감수)","매일경제신문사","","","18000","https://image.aladin.co.kr/product/28392/45/cover/k322835816_1.jpg","인간의 가장 위대한 발명품, 도시의 역사로 보는 인류문명사. 인간의 가장 위대한 발명품인 도시의 역사를 통해 인류문명사의 발전을 따라가보고, 팬데믹과 환경오염 등 치명적인 위기에 직면한 도시와 인류 문명의 나아갈 방향에 대해서 이야기한다.","","","","2021-12-01","","",""
"6352280","9791170370376","","보스토크 VOSTOK 매거진 30호 - No Limits : 서로를 안내하는 감각들","보스토크 프레스 편집부 (엮은이)","보스토크프레스","","","16000","https://image.aladin.co.kr/product/28392/15/cover/k892835815_1.jpg","보스토크 매거진. 사진과 시각예술의 영역에서 장애를 바탕으로 순환하며 전이되는 감각을 다룬다. 즉 비장애인의 협소한 감각으로는 온전히 알기 어려운 장애 예술가들의 창작과 그들이 그 과정에서 겪는 경험을 살펴본다. 그리고 장애에 대해 기존과 다른 시각으로 접근하는 비장애 예술가들의 작업을 담았다.","","","","2021-11-25","","",""
"6352281","9791191998023","","곤란할 땐, 옆집 언니 - 명랑하고 호쾌한 마흔여섯 인생론","남수혜 (지은이)","사이드웨이","","","15000","https://image.aladin.co.kr/product/28388/74/cover/k432835810_1.jpg","마흔여섯의 나이로 두 아들을 기르는 평범한 아줌마 남수혜는, &lt;곤란할 땐, 옆집 언니&gt;에서 자신이 겪어왔던 좌충우돌과 종횡무진의 이야기를, 온갖 색색의 희로애락을 풀어놓는다. 살림은 정성이라는 세간의 말들을 호쾌하게 공격하고, 코로나 시대에 온종일 주방을 지켜야 했던 뭇 여성들을 위로한다.","","","","2021-11-30","","",""
"6352282","9791186351420","4","70년 만의 증언","한국전쟁전후민간인희생자 경남유족회","","","","","","","903","70년만의증언","한국전쟁전후민간인희생자경남유족회","","Y","Y",""
"6352283","9791168150102","","그 너머의 시 - 오하룡 시집","오하룡 (지은이)","황금알","","","10000","https://image.aladin.co.kr/product/28383/37/cover/k652835711_1.jpg","오하룡 시집 『그 너머의 시』는 『시집 밖의 시』를 펴낸 지 4년 만에 나왔다. 이번 시집에서 보여주는 그의 시력과 시안(詩眼)은 원숙하면서, 대상에 대한 질문과 그것을 끌어안는 서로 간의 교통은 불교의 원융무애와 연대하고 있다.","811.7","그너머의시오하룡시집","오하룡지은이","2021-11-27","Y","Y",""
"6352284","9791186050286","","(국립현대미술관 2015 미술관협력망 공동협력사업) 2015 빛 조각전 '문화예술의 등대'","광주시립미술관 편","","","","","","","606.3","국립현대미술관2015미술관협력망공동협력사업2015빛조각전문화예술의등대","광주시립미술관편","","Y","Y",""
"6352285","9791186050149","","(2015 민주인권평화전) 아빠의 청춘=Dad's Best Years","광주시립미술관,5·18기념재단 [같이]편","","","","","","","606.3","2015민주인권평화전아빠의청춘dadsbestyears","광주시립미술관,518기념재단같이편","","Y","Y",""
"6352286","9791186050651","","(제17회 하정웅청년작가초대전) 빛 2017","광주시립미술관 편","","","","","","","600.3","제17회하정웅청년작가초대전빛2017","광주시립미술관편","","Y","Y",""
"6352287","9791186050095","","광주 영아티스트전 QUESTION","광주시립미술관 편","","","","","","","606.3","광주영아티스트전question","광주시립미술관편","","Y","Y",""
"6352288","9791186050996","","(광주시립미술관) 신소장품 2018:무등을 바라보다","광주시립미술관 편","","","","","","","606.3","광주시립미술관신소장품2018무등을바라보다","광주시립미술관편","","Y","Y",""
"6352289","9791186050781","","(2018 문화도시 광주) 바람이 분다=Le Vent Souffle","광주시립미술관 편","","","","","","","606.3","2018문화도시광주바람이분다leventsouffle","광주시립미술관편","","Y","Y",""
"6352290","9791186050392","","광주시립미술관 북경창작센터 제8기 입주작가 작품발표전","광주시립미술관 편","","","","","","","606.3","광주시립미술관북경창작센터제8기입주작가작품발표전","광주시립미술관편","","Y","Y",""
"6352291","9791186050224","","광주시립미술관 북경창작센터 제7기 입주작가 작품발표전","광주시립미술관 편","","","","","","","606.3","광주시립미술관북경창작센터제7기입주작가작품발표전","광주시립미술관편","","Y","Y",""
"6352292","9791186050804","","(광주시립미술관 중진작가초대 송창展) 66년-분단서정","광주시립미술관 편","","","","","","","606.3","광주시립미술관중진작가초대송창66년분단서정","광주시립미술관편","","Y","Y",""
"6352293","9791186050361","","河流 전환적 삶의 방식 아시아현대미술연대","광주시립미술관,Hot Spring Project [같이]편","","","","","","","606.3","전환적삶의방식아시아현대미술연대","광주시립미술관,hotspringproject같이편","","Y","Y",""
"6352294","9791186050606","","4차 미디어아트:포스트휴먼","광주시립미술관 편","","","","","","","606.3","4차미디어아트포스트휴먼","광주시립미술관편","","Y","Y",""
"6352295","9791186050743","2","호남의 현역작가들=Established Honam Artists","광주시립미술관 편","","","","","","","606.3","호남의현역작가들establishedhonamartists","광주시립미술관편","","Y","Y",""
"6352296","9791190112352","","(2020 광주미술아카이브전) 배동신·양수아 100년의 유산","광주시립미술관 편","","","","","","","606.3","2020광주미술아카이브전배동신양수아100년의유산","광주시립미술관편","","Y","Y",""
"6352297","9788987719139","","오월의 꽃:5·18민중항쟁30주년기념","광주시립미술관 편","","","","","","","606.3","오월의꽃518민중항쟁30주년기념","광주시립미술관편","","Y","Y",""
"6352298","9791186050576","","(광주시립사진전시관 청년사진작가전) 청년의 書=Messages from Young Photographers","광주시립미술관 편","","","","","","","606.3","광주시립사진전시관청년사진작가전청년의messagesfromyoungphotographers","광주시립미술관편","","Y","Y",""
"6352299","9791186050354","","(광주시립미술관 청년작가 초대전) 신창운","광주시립미술관 편","","","","","","","606.3","광주시립미술관청년작가초대전신창운","광주시립미술관편","","Y","Y",""
"6352300","9791186050644","","(광주시립미술관 소장작품전) 남도가 낳은 예술가들","광주시립미술관 편","","","","","","","606.3","광주시립미술관소장작품전남도가낳은예술가들","광주시립미술관편","","Y","Y",""
"6352301","9788996249177","","2016 한중 현대미술 20인전","광주시립미술관 편","","","","","","","606.3","2016한중현대미술20인전","광주시립미술관편","","Y","Y",""
"6352302","9791186050880","","(2018 광주시립미술관 소장작품전) 남도의 빛과 바람","광주시립미술관 편","","","","","","","606.3","2018광주시립미술관소장작품전남도의빛과바람","광주시립미술관편","","Y","Y",""
"6352303","9791190616454","","10일 만에 끝내는 영단어 1000 (상급)","김진호 (지은이)","리더북스","","","12000","https://image.aladin.co.kr/product/27983/44/cover/k032734221_1.jpg","잘 암기되는 단어와 암기가 안 되는 단어를 구분하고, 암기가 잘 안 되는 단어를 집중적으로 공부한다. 1,000단어를 하루 30분~1시간 학습으로 1일 차를 여유롭게 암기한다. 망각곡선 주기를 활용한 학습법이므로 암기한 단어가 오래 기억된다.","744","10일만에끝내는영단어1000상급","김진호지은이","2021-09-15","Y","Y",""
"6352304","9791135758218","4","귀가 뻥 뚫리고 입이 확 열리는 쏙쏙 뉴스","배진용 원작","","","","","","","740","귀가뻥뚫리고입이확열리는쏙쏙뉴스","배진용원작","","Y","Y",""
"6352305","9791165041465","","말씀대로 말하라 - 주의 말씀대로 말할 때 하나님의 뜻은 이루어진다","손기철 (지은이), 주보라 (낭독)","규장(규장문화사)","","","","https://image.aladin.co.kr/product/25433/80/cover/e572537345_1.jpg","하나님의 말씀대로 말하는 것이 어떤 마음부터 시작하는 것인지 그리고 말씀대로 말을 하는 것이 어떤 것인지를 풀어서 설명한 책이다.","234.8","말씀대로말하라주의말씀대로말할때하나님의뜻은이루어진다","손기철지은이,주보라낭독","2020-10-15","Y","Y",""
"6352306","9787555024859","","所有","陈荣军","","","","","","","","","","","Y","Y",""
"6352307","9787201127149","","人間食&#35805; (精裝, 1st)","梁實秋 (지은이)","天津人民出版社","","","","","","","35805,1st","지은이","2019-04-01","Y","Y",""
"6352308","9787201127125","","人間況味 (精裝, 1st)","梁實秋 (지은이)","天津人民出版社","","","","","","",",1st","지은이","2019-04-01","Y","Y",""
"6352309","9789264649927","","Global Forum on Transparency and Exchange of Information for Tax Purposes: Marshall Islands 2019 (Second Round) Peer Review Report on the Exchange of (Paperback)","경제협력개발기구 (지은이)","OECD","","","62700","https://image.aladin.co.kr/product/22890/74/cover/9264649921_2.jpg","","","globalforumontransparencyandexchangeofinformationfortaxpurposesmarshallislands2019secondroundpeerreviewreportontheexchangeofpaperback","경제협력개발기구지은이","2019-12-23","Y","Y",""
"6352310","9791191318029","","신라 왕경의 사원 :","국립경주박물관 [편]","국립경주박물관","","93910","","","","","신라왕경의사원","국립경주박물관편","","Y","Y",""
"6352311","9791196426217","","보령 삼현리 ","연구기관: 보령문화원","보령문화원","","03090","","","","","보령삼현리","연구기관보령문화원","","Y","Y",""
"6352312","9791197642708","","보령 노천리 ","연구기관: 보령문화원","보령문화원","","03090","","","","","보령노천리","연구기관보령문화원","","Y","Y",""
"6352313","9791191358438","","(2011-2020) 기상청 기후변화과학 이해확산 10년 백서 ","기상청 기후과학국 기후변화감시과","청주기상지청 기후서비스과","","93450","","","","","20112020기상청기후변화과학이해확산10년백서","기상청기후과학국기후변화감시과","","Y","Y",""
"6352314","9788981642297","","어린이를 위한 공간, 어디에 그리고 어떻게 :","국립중앙박물관 [편]","국립중앙박물관","","03060","","","","","어린이를위한공간,어디에그리고어떻게","국립중앙박물관편","","Y","Y",""
"6352315","9788929923136","","미륵사 복원고증 기본연구의 성과와 과제 :","국립문화재연구소 건축문화재연구실","미륵사 복원정비연구 사업단","","93600","","","","","미륵사복원고증기본연구의성과와과제","국립문화재연구소건축문화재연구실","","Y","Y",""
"6352316","9788992992718","","공공임무용 무인이동체 시스템에 대한 조달청 우수제품 신청 및 신청자격의 이해 =","김상헌","한국산업기술시험원","","93500","","","","","공공임무용무인이동체시스템에대한조달청우수제품신청및신청자격의이해","김상헌","","Y","Y",""
"6352317","9791197642715","","보령 평라리 ","연구기관: 보령문화원","보령문화원","","03090","","","","","보령평라리","연구기관보령문화원","","Y","Y",""
"6352318","9791197642722","","보령 장현리 ","연구기관: 보령문화원","보령문화원","","03090","","","","","보령장현리","연구기관보령문화원","","Y","Y",""
"6352319","9788993491920","","'22~'24 일반재정지원사업 기획 기초 연구 =","주관연구기관명: 충북대학교","한국연구재단","","93370","","","","","2224일반재정지원사업기획기초연구","주관연구기관명충북대학교","","Y","Y",""
"6352320","9788965822875","","중학교 역사① 평가문제집 (2021년) - 2015 개정 교육과정","리베르스쿨 편집부 (지은이)","리베르스쿨","","53900","16000","https://image.aladin.co.kr/product/26215/10/cover/8965822874_2.jpg","2015 개정 교육과정을 반영한 중학교 역사 ① 평가문제집이다. 중학교 역사 7종 교과서의 요약정리와 학교 시험을 대비한 유형별 문제를 수록하였다.","","중학교역사평가문제집2021년2015개정교육과정","리베르스쿨편집부지은이","2021-01-22","Y","Y",""
"6352321","9789264392458","","OECD Studies on Smes and Entrepreneurship the Digital Transformation of Smes (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","126000","https://image.aladin.co.kr/product/26567/87/cover/9264392459_2.jpg","","","oecdstudiesonsmesandentrepreneurshipthedigitaltransformationofsmespaperback","oecd지은이","2021-02-15","Y","Y",""
"6352322","9788948068511","","Dichlobentiazox의 독성평가 및 안전기준 설정 :","국립농업과학원 [편]","국립농업과학원","","94520","","","","","dichlobentiazox의독성평가및안전기준설정","국립농업과학원편","","Y","Y",""
"6352323","9791196068271","","Pause, rewind, play :","경남도립미술관 [편]","Gyeongnam Art Museum","","93680","","","","","pause,rewind,play","경남도립미술관편","","Y","Y",""
